date,hour,day_of_week,device,campaign_id,total_impressions,total_clicks,total_conversions,avg_cost_per_click,total_revenue
2024-11-07,7,3,DESKTOP,1234,125,4,0,2.1808823333467555,0.0
2024-11-07,8,3,MOBILE,1234,52,1,0,0.9317010554100316,0.0
2024-11-07,8,3,DESKTOP,1234,120,2,0,1.8803955615853722,0.0
2024-11-07,9,3,MOBILE,1234,161,0,0,0.0,0.0
2024-11-07,9,3,DESKTOP,1234,168,9,1,2.2675298362941816,34.3
2024-11-07,10,3,MOBILE,1234,162,3,0,2.565840869501343,0.0
2024-11-07,10,3,DESKTOP,1234,154,4,0,1.7765779244767963,0.0
2024-11-07,11,3,MOBILE,1234,186,6,2,2.0829871993465234,105.56
2024-11-07,11,3,DESKTOP,1234,229,5,0,1.045347339739998,0.0
2024-11-07,12,3,MOBILE,1234,184,3,0,2.182239585656734,0.0
2024-11-07,12,3,DESKTOP,1234,158,5,0,2.9586551264375163,0.0
2024-11-07,13,3,MOBILE,1234,204,5,0,2.9177055134098664,0.0
2024-11-07,13,3,DESKTOP,1234,177,5,0,1.5679082451536723,0.0
2024-11-07,14,3,MOBILE,1234,110,0,0,0.0,0.0
2024-11-07,14,3,DESKTOP,1234,126,5,1,2.312766919009504,42.11
2024-11-07,15,3,MOBILE,1234,114,2,0,2.82030302544356,0.0
2024-11-07,15,3,DESKTOP,1234,85,3,0,1.4398295647301627,0.0
2024-11-07,16,3,MOBILE,1234,88,4,2,2.443290637910863,113.66
2024-11-07,16,3,DESKTOP,1234,108,3,0,2.9465916799937215,0.0
2024-11-07,17,3,MOBILE,1234,99,2,0,2.4350963305359272,0.0
2024-11-07,17,3,DESKTOP,1234,85,3,0,2.7726007339294134,0.0
2024-11-07,18,3,MOBILE,1234,133,6,2,2.440385760464572,105.66
2024-11-07,18,3,DESKTOP,1234,89,1,0,3.8638951718601833,0.0
2024-11-07,19,3,MOBILE,1234,201,6,0,1.899296402104467,0.0
2024-11-07,19,3,DESKTOP,1234,91,3,1,3.052511777440691,49.46
2024-11-07,20,3,MOBILE,1234,151,7,1,1.8099341297939016,57.25
2024-11-07,20,3,DESKTOP,1234,96,0,0,0.0,0.0
2024-11-07,21,3,MOBILE,1234,133,3,0,1.8004228552721495,0.0
2024-11-07,21,3,DESKTOP,1234,134,4,0,2.4125889148182234,0.0
2024-11-07,22,3,MOBILE,1234,132,3,1,2.4386952873454484,53.19
2024-11-07,22,3,DESKTOP,1234,115,4,1,3.0254690558146478,38.47
